,fire_size_class,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
384,B,3,3,3,3,5,6,6,5,5,5,4,4,6,6,6,5
385,B,4,4,3,2,6,6,6,6,2,2,1,6,6,6,6,6
386,C,6,6,6,5,1,2,4,3,2,1,0,5,0,0,0,3
387,B,2,2,1,3,1,2,2,1,1,1,1,3,3,4,3,2
388,B,2,2,0,2,6,6,6,6,4,3,1,3,4,3,2,4
389,B,3,3,3,5,6,6,6,6,0,1,0,0,2,4,2,2
390,B,3,3,3,3,1,1,1,1,3,4,4,5,3,2,2,3
391,B,2,2,2,3,4,4,5,4,1,1,3,2,1,2,3,5
392,B,4,4,4,3,0,0,0,0,4,2,3,5,3,3,5,4
393,B,3,3,3,4,0,0,1,1,6,6,5,6,3,1,2,1
394,B,0,0,1,0,0,0,0,0,3,1,3,2,3,3,3,5
395,B,5,4,4,4,5,5,5,5,5,6,6,2,5,6,4,0
396,B,5,5,5,5,1,0,0,1,6,6,4,4,4,4,5,4
397,B,4,3,2,4,2,2,3,0,3,2,1,3,5,3,5,1
398,B,2,2,2,1,6,5,5,6,0,1,0,3,3,5,1,3
399,B,0,0,0,1,6,6,6,4,1,3,3,0,5,5,5,4
400,C,6,6,6,4,4,4,3,3,0,0,0,1,0,1,1,0
401,B,2,3,4,3,5,5,6,5,5,4,3,3,6,4,5,2
402,B,6,6,5,4,3,4,4,5,0,0,0,0,0,1,2,3
403,B,6,6,6,6,0,0,1,1,6,6,5,5,6,6,3,0
404,B,1,1,1,1,6,5,5,5,2,2,1,5,3,4,4,3
405,B,5,5,5,5,4,4,2,4,2,2,3,0,4,4,3,1
406,B,5,5,4,4,3,3,3,1,0,0,1,0,1,3,4,2
407,B,5,5,5,5,2,2,2,2,6,5,5,6,2,1,0,5
408,B,2,2,2,4,4,3,4,4,4,6,4,3,5,5,6,0
409,C,2,2,2,4,5,5,6,6,1,1,1,4,2,2,3,6
410,B,6,5,5,5,4,3,2,3,3,3,3,3,2,0,0,5
411,D,3,3,2,1,5,5,6,5,4,3,1,3,5,0,1,4
412,B,5,5,5,4,1,1,2,3,2,2,3,5,3,1,3,3
413,C,0,0,0,0,4,4,4,3,6,6,6,6,4,3,4,3
414,B,5,5,5,4,1,0,1,1,6,6,5,3,1,2,1,2
415,B,3,3,3,5,5,5,3,5,4,3,3,5,1,0,0,0
416,C,3,3,2,3,5,4,4,5,6,6,6,6,6,6,2,5
417,F,5,4,4,4,0,0,0,0,0,1,1,1,0,1,3,0
418,B,4,3,3,4,1,1,0,1,6,5,6,6,4,3,5,4
419,C,0,1,1,2,4,4,4,3,2,5,6,4,6,6,6,5
420,C,2,1,1,0,2,2,2,3,3,4,5,6,0,0,1,0
421,B,2,1,1,1,2,1,2,4,5,3,3,2,5,3,0,5
422,C,3,4,4,4,2,2,4,1,3,2,1,5,4,0,0,3
423,B,0,0,0,0,6,6,6,6,2,3,3,2,1,0,0,1
424,B,2,2,3,3,2,2,1,2,5,5,5,4,4,4,0,2
425,B,6,6,6,6,0,0,0,1,6,5,4,3,6,5,5,2
426,B,5,5,4,2,3,4,4,1,6,6,6,4,6,6,0,2
427,B,2,2,0,3,3,3,2,3,1,1,3,1,3,4,5,2
428,B,4,4,3,4,3,3,2,1,4,4,4,4,3,5,5,2
429,B,3,3,3,3,6,6,5,6,1,1,1,4,3,4,5,1
430,B,4,4,4,5,3,4,5,5,4,4,3,5,3,5,6,6
431,B,1,2,1,1,2,2,4,1,4,4,4,3,3,4,6,5
432,B,3,3,3,4,4,4,4,4,4,5,3,5,4,5,1,2
433,B,2,2,3,2,1,0,0,0,1,3,3,4,2,2,1,2
434,C,6,5,5,4,2,3,5,1,2,3,5,3,3,5,6,3
435,B,6,6,6,6,0,0,0,1,3,2,2,3,0,0,0,4
436,F,0,0,0,1,0,1,1,5,5,3,2,4,1,1,0,1
437,B,3,2,1,2,5,4,3,6,6,6,5,5,4,4,1,6
438,B,1,2,1,1,5,5,4,3,3,2,2,2,3,4,3,4
439,B,1,0,0,0,3,4,5,5,5,5,3,5,5,2,4,4
440,B,4,4,4,2,0,0,0,1,1,1,2,6,0,1,2,5
441,B,1,0,0,0,2,2,2,3,4,2,2,1,6,5,1,6
442,B,1,2,2,2,3,3,3,3,4,5,3,2,5,6,6,3
443,B,2,3,3,4,5,5,3,5,0,0,0,0,2,3,2,0
444,B,5,4,4,5,5,4,4,0,5,4,3,5,2,3,4,2
445,B,5,5,6,5,5,5,3,5,2,3,4,3,0,0,0,5
446,B,1,2,1,1,4,5,3,4,4,3,4,4,3,2,4,4
447,B,0,0,0,0,6,6,5,6,6,6,6,5,6,5,5,1
448,B,2,2,2,3,2,4,4,2,1,0,1,1,3,3,3,1
449,B,5,5,5,5,2,0,1,0,4,4,5,5,3,2,2,2
450,B,5,4,4,4,4,3,3,4,4,4,5,2,6,6,4,6
451,C,3,3,3,2,0,0,0,0,1,3,4,5,0,0,0,3
452,B,4,4,4,5,3,3,3,2,5,5,4,4,6,6,4,3
453,B,6,5,5,5,3,4,3,3,3,2,2,2,1,0,1,0
454,B,1,1,2,2,6,6,6,6,1,3,2,1,2,4,4,3
455,B,6,6,6,6,4,3,3,4,2,3,1,4,4,5,3,5
456,B,0,0,0,0,4,4,5,1,2,1,4,4,5,4,6,0
457,B,5,5,5,6,0,1,1,0,6,6,5,5,6,2,4,2
458,C,3,2,1,2,0,0,1,0,6,5,5,5,2,0,1,0
459,B,4,4,4,5,3,3,5,4,0,0,0,0,0,0,1,0
460,C,0,1,2,2,3,3,5,5,5,4,5,3,3,0,0,5
461,B,5,6,6,6,1,1,0,3,4,5,3,3,3,3,2,3
462,B,4,4,4,5,3,2,2,3,6,6,6,5,5,5,4,1
463,B,0,0,0,1,2,2,2,1,4,5,1,4,4,5,2,6
464,B,6,6,6,6,2,3,2,1,4,3,3,3,2,2,1,6
465,B,6,6,6,6,3,3,5,0,1,1,1,4,2,1,3,6
466,B,1,1,1,2,1,1,1,1,1,2,3,1,3,3,4,3
467,B,6,6,6,6,4,2,2,4,5,5,5,5,0,2,0,1
468,B,5,5,4,4,4,5,4,5,1,1,1,3,1,2,3,4
469,B,3,3,2,0,4,4,1,3,6,6,3,1,0,1,0,0
470,B,1,0,0,1,0,0,1,0,3,3,2,2,6,4,5,5
471,B,1,1,1,1,4,4,3,4,2,4,3,4,6,6,3,6
472,C,5,5,5,6,2,1,1,1,1,1,1,3,1,1,2,1
473,B,2,2,2,2,6,5,5,5,5,5,3,3,1,2,0,3
474,B,6,6,6,6,1,1,1,0,4,5,4,4,4,5,2,5
475,B,0,0,0,1,6,5,5,5,3,3,3,3,4,4,4,4
476,C,6,6,5,5,2,1,1,2,2,5,6,6,0,0,1,4
477,B,6,6,6,6,0,0,1,0,6,5,5,3,2,2,2,2
478,B,0,0,1,0,0,0,0,3,3,4,5,2,5,4,3,6
479,B,3,2,2,1,2,2,3,1,1,1,1,0,2,3,4,2
480,B,2,3,2,3,5,4,6,1,3,4,3,2,5,5,6,1
481,B,2,1,0,1,1,1,1,2,1,4,6,1,2,3,4,6
482,C,2,1,1,2,5,4,4,4,2,2,2,2,2,1,2,3
483,B,4,4,4,1,0,0,0,1,2,2,2,6,2,0,0,6
484,B,0,0,1,0,6,6,5,5,5,4,0,1,2,4,1,3
485,C,5,6,6,6,6,6,6,6,0,1,0,0,5,5,5,6
486,B,0,0,0,0,0,1,1,1,2,1,2,2,2,2,2,4
487,C,4,4,4,5,5,4,1,4,4,2,1,4,5,1,2,5
488,B,5,6,5,5,6,6,6,6,1,0,0,1,0,0,0,3
489,B,1,3,2,3,3,3,3,2,2,2,2,6,6,6,6,5
490,B,0,0,0,0,3,3,2,4,1,2,3,5,2,4,4,5
491,C,0,0,0,1,1,1,1,3,4,3,3,5,3,5,5,5
492,C,5,6,6,6,6,5,5,5,4,5,5,5,0,2,3,6
493,C,4,3,3,4,5,6,5,4,4,3,2,6,5,6,5,3
494,B,6,6,5,5,2,1,3,5,4,2,2,4,3,1,2,6
495,B,6,6,6,6,1,2,1,2,4,4,4,6,2,1,3,6
496,B,6,6,6,6,5,5,4,3,0,0,0,1,0,0,2,1
497,C,0,0,0,1,6,6,6,6,1,2,3,0,2,3,4,2
498,B,1,0,0,0,5,5,5,6,6,5,2,3,4,3,0,6
499,C,0,0,0,0,2,1,2,0,2,3,2,4,5,5,4,4
500,B,4,4,3,3,0,0,0,0,4,5,6,4,2,3,5,0
501,B,3,3,2,4,6,6,6,6,3,4,4,3,4,3,5,2
502,B,5,5,5,6,0,0,0,0,4,3,3,1,5,3,5,1
503,B,1,1,0,1,3,3,2,4,1,1,0,0,1,0,0,0
504,B,2,2,3,1,5,5,5,4,3,2,2,2,6,5,1,3
505,B,2,3,2,1,4,3,3,3,6,6,6,5,6,6,6,6
506,B,2,3,4,3,1,2,1,1,0,1,2,2,2,2,1,5
507,B,4,2,1,1,1,2,2,0,1,3,6,6,3,5,6,3
508,B,5,5,4,4,0,1,1,1,4,4,4,4,6,3,3,4
509,C,2,2,2,3,5,5,5,5,1,1,0,2,5,4,3,4
510,B,6,5,5,4,3,4,3,3,1,3,2,2,1,2,3,3
511,B,1,2,1,0,1,1,1,1,2,3,3,2,5,6,0,5
512,B,5,4,4,2,3,1,2,4,4,3,2,3,5,0,0,2
513,B,5,5,6,6,1,0,1,0,6,6,6,5,5,2,3,4
514,B,3,4,3,5,1,2,1,1,4,5,4,4,2,1,3,1
515,B,4,4,3,3,2,2,3,2,1,2,1,1,4,6,4,3
516,B,6,6,6,6,6,5,4,6,3,3,4,2,3,5,6,0
517,B,0,0,0,2,4,5,4,5,6,6,5,6,5,4,2,6
518,B,6,6,6,5,0,1,1,1,5,5,5,4,0,1,3,3
519,B,4,3,2,1,0,1,1,0,0,1,3,5,1,3,4,1
520,B,3,2,2,4,5,5,3,5,2,1,1,4,4,2,4,6
521,B,5,5,5,5,6,6,6,6,1,1,5,2,4,5,6,3
522,B,3,4,4,3,6,6,6,6,3,3,2,2,3,2,4,3
523,C,1,1,1,1,4,3,5,4,3,2,0,2,4,4,3,2
524,B,4,4,4,5,6,6,5,5,1,0,1,0,0,0,1,2
525,B,2,3,3,2,3,4,4,3,1,0,1,1,3,2,3,2
526,B,3,3,3,3,2,2,1,1,6,5,5,5,6,6,5,5
527,C,6,6,6,5,0,0,0,0,6,6,5,6,1,3,4,6
528,E,3,4,3,4,4,5,5,5,0,0,0,0,1,0,2,0
529,B,3,3,3,2,5,3,4,5,6,6,4,5,2,0,1,1
530,C,3,3,1,0,6,6,6,6,0,0,0,0,0,1,2,3
531,B,0,0,0,0,0,0,0,0,5,4,3,1,4,3,4,2
532,B,1,1,2,0,3,3,4,3,1,3,3,0,3,4,0,0
533,C,2,2,3,4,3,3,3,4,4,5,1,3,5,5,5,0
534,B,1,3,2,2,1,1,1,2,2,3,2,1,1,3,4,5
535,B,5,5,5,5,6,6,5,5,5,5,5,4,1,1,3,1
536,B,5,5,5,5,3,1,3,4,6,6,6,6,5,4,5,1
537,B,1,2,1,3,5,5,5,3,1,0,0,3,5,3,0,6
538,B,0,0,0,0,3,3,2,2,3,3,6,4,3,3,5,5
539,B,0,1,1,1,3,3,4,2,3,1,1,3,5,5,6,3
540,C,3,3,3,3,6,6,6,4,2,1,1,4,3,0,0,4
541,B,0,0,0,1,3,4,1,4,3,3,2,1,5,6,5,2
542,B,4,4,4,5,4,4,4,3,4,5,5,2,6,3,4,0
543,C,1,1,3,2,2,2,4,3,2,2,3,2,5,5,5,4
544,B,2,3,3,3,2,1,1,3,6,6,5,5,6,6,6,6
545,B,3,4,5,5,1,2,4,4,1,1,0,0,3,4,0,3
546,B,3,3,2,0,3,4,4,5,4,4,4,3,1,3,4,4
547,B,4,4,4,4,4,4,4,4,0,0,0,0,1,3,5,3
548,B,5,5,5,5,2,3,4,1,2,2,4,2,1,3,2,1
549,B,4,4,4,4,1,1,1,0,5,5,6,5,0,1,2,4
550,B,5,5,6,6,3,2,2,2,6,6,6,6,6,6,6,6
551,B,1,1,1,1,2,3,2,5,5,5,3,1,4,4,1,4
552,B,2,1,0,1,1,1,1,0,6,6,5,4,5,5,5,3
553,B,3,3,3,4,3,4,5,0,5,3,2,6,3,1,2,1
554,B,4,4,3,4,1,1,0,1,1,2,1,4,4,5,1,5
555,B,0,1,1,2,5,5,5,5,2,0,0,3,2,2,1,4
556,B,5,5,5,4,4,4,4,1,5,5,5,5,6,6,6,3
557,B,3,4,3,4,2,4,5,1,3,3,1,6,5,4,4,3
558,B,3,2,2,0,0,0,1,0,0,0,0,3,0,2,0,2
559,B,2,2,0,1,2,1,0,0,1,1,0,1,5,5,0,3
560,B,5,5,5,5,0,0,0,0,6,5,5,6,2,2,3,5
561,B,3,4,3,3,4,4,4,6,3,3,2,1,4,2,3,4
562,B,5,5,5,6,6,5,5,6,6,6,6,5,1,2,4,0
563,D,0,0,0,0,6,6,6,6,6,6,6,6,0,2,3,0
564,B,1,0,0,0,0,0,0,1,3,4,6,4,1,1,2,1
565,C,0,0,0,2,6,6,6,6,3,2,3,1,1,0,0,4
566,B,2,2,3,4,3,2,3,0,6,6,5,3,4,3,1,0
567,B,2,1,1,1,3,3,2,0,6,6,6,6,1,0,0,0
568,C,0,1,1,3,3,4,4,3,4,4,2,1,3,2,1,1
569,B,3,3,3,3,5,6,5,5,2,2,1,5,4,5,5,4
570,C,0,1,2,0,1,2,3,1,2,2,2,3,2,1,2,5
571,B,3,2,2,4,5,3,4,5,3,2,4,5,3,5,5,3
572,B,0,0,0,0,4,4,4,5,3,2,4,2,3,3,5,4
573,B,3,3,2,1,6,6,6,6,6,6,6,6,6,5,6,6
574,B,1,1,1,2,3,4,4,2,2,2,2,2,4,3,0,3
575,C,3,3,3,4,3,3,4,3,4,5,6,5,0,1,3,3
576,B,1,0,0,1,4,4,3,4,1,3,5,2,5,6,6,3
577,B,5,4,4,3,3,3,5,5,1,1,5,2,4,4,5,2
578,B,2,2,1,4,3,2,3,4,5,5,5,3,0,1,2,4
579,C,0,0,0,3,6,5,6,6,4,6,6,4,2,4,3,3
580,C,2,1,1,3,5,4,5,4,1,1,1,5,2,2,4,6
581,B,2,1,1,0,5,5,5,6,2,3,5,4,5,6,6,6
582,C,4,3,3,3,0,0,0,1,1,1,3,1,1,1,3,1
583,B,5,5,5,5,2,2,3,1,3,2,5,4,1,2,0,4
584,B,1,1,2,0,3,4,4,2,2,4,5,1,4,4,5,4
585,B,2,1,2,1,6,6,5,5,2,2,4,5,3,2,4,1
586,B,6,6,6,5,0,0,0,1,6,6,6,6,5,5,5,6
587,B,6,6,6,5,0,0,0,1,4,5,6,6,3,4,5,6
588,C,2,2,1,0,3,3,4,3,0,0,0,1,1,1,3,1
589,B,3,3,3,2,3,3,3,5,1,3,3,2,3,4,5,2
590,B,0,1,1,0,4,6,5,6,1,1,1,0,6,6,6,1
591,B,0,0,2,3,4,2,2,5,5,5,5,4,2,2,2,2
592,B,1,1,1,3,3,3,3,1,4,4,4,4,6,6,4,5
593,B,4,5,5,6,1,2,1,0,4,4,5,5,2,2,4,3
594,B,1,2,2,2,5,5,6,5,5,3,1,4,5,5,1,6
595,B,1,1,2,2,5,5,5,3,1,2,1,1,5,6,3,6
596,B,6,6,6,6,3,3,4,3,2,2,1,2,4,2,0,3
597,B,5,4,4,5,1,1,1,0,6,6,5,6,6,6,1,6
598,D,5,4,4,4,3,3,2,2,0,0,0,0,0,1,2,1
599,B,1,2,2,3,1,1,1,0,2,1,1,3,5,6,6,4
600,C,0,1,1,1,3,2,2,1,2,2,1,3,4,3,3,3
601,B,0,0,0,0,1,2,3,6,5,6,6,0,1,3,4,0
602,B,3,3,2,2,1,0,1,1,1,3,2,3,6,6,5,4
603,C,5,5,5,5,1,1,1,1,1,2,4,5,1,2,4,6
604,B,4,4,4,5,6,6,4,6,6,5,3,2,6,6,6,5
605,B,6,6,6,6,4,5,5,5,1,1,3,1,0,1,1,3
606,B,5,5,5,4,4,4,4,4,1,1,1,3,0,1,3,2
607,B,1,1,2,3,6,6,6,4,0,0,0,0,1,3,5,3
608,B,1,2,2,2,4,3,3,4,4,5,2,4,6,6,1,6
609,E,5,5,6,6,6,6,5,5,4,5,5,6,5,6,4,6
610,E,5,5,6,6,5,5,5,6,1,0,1,0,0,0,1,1
611,B,1,1,1,0,2,2,4,4,5,5,6,4,6,2,4,5
612,B,5,5,5,4,1,1,0,1,4,5,4,2,0,0,0,1
613,B,2,2,2,2,6,6,6,6,5,3,5,2,5,4,4,2
614,B,3,2,2,4,4,6,6,3,5,3,4,6,6,2,1,2
615,C,5,5,6,6,4,5,3,3,3,4,4,5,3,5,6,4
616,D,4,4,5,6,1,0,0,3,3,3,4,4,3,3,5,1
617,B,5,5,4,4,2,1,2,0,0,0,1,1,1,2,4,0
618,G,0,0,0,0,6,6,6,6,3,2,1,0,2,3,2,5
619,C,3,2,3,3,3,3,2,1,1,1,1,4,3,1,1,4
620,B,3,3,3,2,2,2,2,3,3,4,5,3,2,3,1,3
621,B,6,6,6,6,1,1,1,1,3,3,3,0,1,2,4,0
622,B,3,3,3,4,4,4,4,5,4,4,4,2,1,0,1,0
623,B,6,6,6,6,4,3,3,0,6,5,4,6,6,6,6,0
624,B,4,3,2,2,1,0,1,2,0,1,1,1,0,0,0,5
625,C,0,1,0,2,5,6,6,4,1,0,0,3,3,2,2,1
626,B,2,3,3,3,5,5,6,5,2,4,4,1,4,3,5,2
627,C,6,6,6,6,0,0,1,0,4,4,4,3,0,0,0,3
628,C,5,5,4,3,1,1,2,0,5,5,5,5,6,6,6,6
629,B,0,0,1,0,1,2,3,3,0,1,1,1,2,2,2,2
630,C,6,6,6,6,2,2,3,3,2,2,3,3,3,3,3,6
631,B,4,4,4,5,5,5,4,4,1,2,1,2,2,3,2,1
632,B,5,5,5,3,0,0,0,0,1,4,5,5,6,6,6,5
633,D,4,4,4,5,2,2,2,3,3,4,6,4,2,3,5,3
634,B,4,4,4,5,4,4,4,1,4,3,2,5,6,6,6,6
635,C,4,4,5,5,3,2,2,3,3,2,4,3,3,1,2,4
636,C,6,6,5,4,6,6,6,6,0,0,0,0,0,1,3,4
637,B,3,3,3,4,2,2,2,2,1,2,4,2,0,0,0,0
638,B,6,6,6,6,3,4,4,4,6,5,5,6,4,0,0,6
639,B,0,1,1,0,1,1,2,2,0,0,1,0,2,0,2,3
640,B,6,6,6,6,5,4,5,4,3,2,2,4,5,4,2,4
641,B,4,4,5,5,5,5,4,4,2,2,2,2,4,4,1,4
642,B,2,2,2,3,5,6,6,4,3,2,3,6,6,4,6,6
643,B,1,0,0,0,0,0,2,2,3,4,3,5,4,5,2,2
644,B,4,3,2,1,0,0,0,0,5,6,4,4,4,5,6,5
645,C,5,5,4,4,2,2,3,2,2,3,1,1,3,5,4,2
646,B,1,0,0,0,3,4,3,5,5,5,5,6,4,5,2,2
647,C,5,5,5,6,5,5,5,5,1,2,3,0,4,5,5,2
648,C,0,0,0,0,1,2,2,1,4,3,5,4,6,6,6,6
649,B,0,0,0,0,1,2,3,1,5,5,4,6,3,4,3,6
650,B,3,3,3,4,6,6,6,6,4,4,4,3,1,3,2,5
651,B,2,2,2,2,3,3,2,2,1,3,4,4,0,0,0,5
652,B,0,0,0,0,6,6,6,6,5,3,1,2,1,1,0,1
653,B,5,5,5,4,6,6,6,6,5,5,4,6,5,0,0,6
654,C,2,1,2,3,4,3,3,4,1,2,2,2,2,2,1,2
655,B,4,4,4,6,4,4,3,5,4,4,4,1,4,2,2,0
656,B,3,3,3,4,4,4,4,2,0,1,1,5,5,6,5,5
657,B,3,4,4,5,6,6,6,6,0,0,0,0,3,1,2,3
658,B,2,1,1,0,1,1,4,3,3,2,1,2,0,0,0,4
659,B,3,3,3,3,1,3,3,2,1,0,1,0,4,5,0,0
660,B,2,1,1,2,4,5,5,4,2,2,3,3,6,5,6,5
661,B,5,5,4,6,0,0,0,0,6,6,5,5,4,5,6,2
662,E,3,3,2,1,0,1,2,0,6,6,6,6,1,3,0,0
663,B,5,6,5,5,6,6,6,6,0,0,0,0,2,4,2,2
664,B,2,2,2,2,6,6,6,5,2,2,4,3,5,5,6,5
665,B,4,4,5,4,3,3,2,4,1,3,1,5,6,6,2,1
666,B,4,3,3,2,0,0,0,0,4,4,4,3,2,1,1,5
667,B,5,6,6,6,5,6,5,6,4,5,5,2,5,6,5,2
668,B,3,3,3,3,5,5,5,5,1,1,0,2,4,3,2,4
669,B,4,4,5,5,5,6,5,5,3,3,2,0,6,2,0,0
670,C,4,3,4,1,3,3,1,3,2,2,4,6,6,5,4,6
671,B,3,3,3,2,3,3,2,4,3,4,4,5,6,6,6,6
672,B,5,5,5,5,3,3,3,2,3,3,4,6,1,0,0,5
673,B,3,3,2,1,0,1,3,2,4,3,4,1,0,1,2,1
674,B,1,1,1,0,4,4,4,5,5,4,5,6,0,1,1,2
675,B,0,0,0,1,4,4,4,2,4,3,2,1,5,5,5,2
676,B,3,3,3,4,0,0,0,0,3,2,3,5,3,4,0,5
677,C,2,1,1,3,2,3,2,1,4,4,2,5,6,6,4,5
678,C,6,5,4,3,3,3,1,3,1,3,2,2,2,4,6,4
679,B,6,6,6,6,4,3,2,4,6,6,5,5,6,6,6,6
680,B,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0,5
681,B,0,0,1,0,6,6,6,6,4,3,4,2,1,1,2,2
682,F,4,4,4,3,6,6,6,6,2,1,1,1,5,2,3,3
683,B,4,4,4,3,6,6,6,6,0,0,1,1,0,0,0,3
684,C,6,5,5,5,2,1,1,3,6,5,5,5,6,0,0,4
685,C,5,5,5,6,6,6,6,6,6,6,3,6,0,0,0,3
686,B,4,3,3,5,2,2,4,0,3,3,2,3,5,6,6,6
687,C,1,1,3,3,5,6,6,3,2,2,1,1,3,5,5,0
688,B,6,6,6,5,0,0,1,0,5,5,5,5,3,4,3,5
689,B,0,0,0,1,4,4,0,5,5,6,6,1,5,4,4,3
690,B,6,6,6,5,1,1,2,2,2,2,4,5,1,3,4,5
691,B,5,5,4,3,0,1,2,1,5,5,5,4,6,6,6,4
692,B,1,1,0,0,0,0,0,0,4,6,6,2,4,5,5,1
693,B,1,1,1,3,3,3,3,4,1,0,0,2,3,4,5,5
694,B,5,4,4,4,0,0,0,0,6,4,5,4,5,2,4,0
695,B,5,4,4,2,0,0,0,0,1,0,1,3,0,0,1,4
696,B,1,1,2,2,6,6,6,6,2,2,3,2,6,6,6,6
697,B,3,3,2,2,5,5,6,4,5,4,4,5,5,6,4,6
698,B,1,1,1,0,4,3,4,4,0,0,0,0,2,4,1,5
699,B,0,0,0,0,5,6,5,6,3,3,2,0,0,1,2,1
700,C,3,3,2,3,0,0,1,1,1,1,1,5,1,2,0,6
701,B,6,6,6,6,1,1,1,3,3,3,3,3,3,4,5,5
702,B,1,1,1,1,2,1,2,3,1,1,2,1,0,1,2,3
703,B,1,1,1,0,1,0,0,1,1,0,1,3,4,5,5,2
704,B,3,3,3,3,1,1,4,2,0,0,0,3,0,0,0,2
705,B,6,6,6,6,2,2,2,4,0,0,0,0,1,0,0,0
706,C,1,0,1,2,0,1,2,1,3,2,2,4,6,6,6,6
707,B,4,5,4,2,1,1,1,1,0,0,0,0,0,0,1,3
708,C,2,2,2,2,0,1,1,1,1,1,0,1,0,1,2,0
709,B,2,1,1,2,2,2,2,4,6,5,4,6,6,6,6,6
710,C,2,3,2,0,0,0,0,0,5,5,5,3,6,6,6,0
711,B,3,3,3,4,3,3,3,4,5,6,4,5,4,5,1,2
712,B,5,5,4,4,4,2,2,3,5,5,6,1,6,2,3,2
713,B,0,0,0,1,2,3,2,4,2,2,1,1,4,3,4,4
714,B,3,3,3,2,0,0,0,2,2,2,2,4,1,0,1,3
715,B,5,5,5,4,0,0,0,0,3,4,5,4,1,2,4,3
716,B,4,4,4,5,4,3,4,4,5,4,4,5,1,2,3,4
717,B,3,2,2,2,4,4,4,5,6,5,4,5,1,1,1,1
718,B,4,4,5,4,6,6,6,4,1,1,1,5,1,2,1,6
719,B,5,5,4,4,0,0,0,1,5,6,5,3,3,5,4,6
720,B,1,1,1,0,2,1,2,1,3,2,1,3,5,3,4,4
721,B,4,4,4,6,5,5,5,5,3,4,4,4,4,4,5,4
722,B,4,5,5,5,5,5,5,4,5,5,6,6,6,5,6,3
723,C,0,0,0,0,6,6,6,6,5,5,6,5,1,3,4,0
724,B,5,5,5,5,1,1,2,1,4,6,5,5,4,5,2,1
725,B,1,0,0,2,6,6,6,5,5,4,5,4,5,6,6,2
726,C,0,0,0,0,6,6,6,6,0,0,0,0,0,0,2,1
727,B,5,5,4,5,3,2,2,2,0,0,0,0,1,3,3,0
728,B,3,4,3,4,3,4,4,2,1,1,1,2,4,1,2,6
729,B,0,1,1,1,4,5,4,4,2,2,2,2,4,2,4,4
730,C,5,6,6,6,2,3,3,1,5,5,4,4,3,1,0,3
731,B,6,6,6,6,2,2,1,1,5,5,6,6,5,6,6,6
732,B,6,6,6,6,4,5,4,4,2,3,4,1,3,5,6,1
733,B,1,1,0,1,5,4,4,5,0,0,1,2,1,2,3,4
734,E,5,4,5,5,6,6,6,6,5,5,5,3,6,6,5,1
735,B,0,0,0,1,5,6,6,4,3,3,3,5,6,5,5,6
736,C,6,6,5,5,2,1,1,3,3,4,1,5,1,2,0,3
737,C,4,4,4,5,5,5,3,3,4,4,5,4,3,5,5,0
738,B,4,4,4,5,2,3,3,1,4,3,3,6,0,1,0,3
739,B,6,5,5,6,2,3,4,2,5,6,6,5,6,6,6,6
740,B,6,6,6,6,3,3,4,1,6,6,6,6,4,4,5,6
741,C,3,3,3,4,4,3,5,2,5,5,3,5,1,3,4,5
742,B,6,6,6,6,6,4,5,4,3,2,2,1,2,0,1,4
743,B,1,1,1,1,3,2,4,4,4,2,2,3,6,5,6,6
744,B,1,2,1,2,2,2,3,3,1,2,1,1,1,0,0,4
745,B,1,1,3,2,5,5,6,4,5,5,5,4,5,5,6,4
746,B,5,5,5,6,1,0,1,1,5,5,5,6,5,4,2,5
747,C,2,2,3,3,2,2,4,4,4,5,6,5,2,1,2,2
748,B,6,6,5,3,0,0,0,0,1,2,3,2,1,3,4,5
749,D,1,1,2,3,4,5,6,5,1,1,0,5,3,2,3,6
750,B,1,1,1,0,6,6,6,6,5,4,5,6,3,3,4,4
751,B,3,3,3,4,3,3,2,4,5,5,6,3,6,3,3,1
752,B,0,0,0,1,6,5,4,5,3,3,2,1,5,6,5,4
753,B,1,1,3,1,4,4,5,3,4,4,4,0,4,3,1,2
754,B,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,5
755,B,1,0,1,1,2,2,1,1,4,2,4,4,3,3,0,2
756,B,0,0,0,0,5,4,4,4,6,5,6,1,1,0,0,1
757,B,6,5,5,4,0,0,0,0,4,6,6,2,4,6,4,2
758,B,6,6,6,6,6,5,5,6,4,5,5,6,0,0,1,5
759,B,5,5,4,4,3,2,2,2,6,6,5,4,6,6,6,2
760,B,3,3,2,2,0,0,1,0,2,2,1,4,2,3,0,4
761,C,3,2,3,0,1,0,1,3,4,4,4,5,1,0,1,6
762,B,5,5,5,6,6,6,6,5,3,4,5,5,5,6,6,6
763,B,6,6,6,6,5,5,5,4,0,0,0,3,1,2,2,4
764,B,0,0,0,0,5,4,6,5,2,2,2,3,3,3,5,4
765,B,6,6,6,6,4,4,3,4,4,5,3,1,6,6,3,1
766,B,5,4,4,3,1,0,0,2,5,5,5,4,5,0,0,2
767,B,5,5,5,6,0,0,0,0,6,5,5,5,5,6,1,3
